video_name,sentence,path
actionclipautoautotrain00111,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00111.avi
actionclipautoautotrain00007,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00007.avi
actioncliptrain00505,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00505.avi
actionclipautoautotrain00163,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00163.avi
actionclipautoautotrain00369,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00369.avi
actioncliptrain00355,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00355.avi
actioncliptest00017,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00017.avi
actionclipautoautotrain00134,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00134.avi
actioncliptest00157,a label of Run,./data/hollywood2/test_clips/actioncliptest00157.avi
actioncliptrain00065,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00065.avi
actioncliptest00058,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00058.avi
actionclipautoautotrain00258,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00258.avi
actioncliptest00100,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00100.avi
actionclipautoautotrain00042,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00042.avi
actionclipautoautotrain00450,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00450.avi
actionclipautoautotrain00220,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00220.avi
actionclipautoautotrain00319,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00319.avi
actioncliptest00014,a label of actions,./data/hollywood2/test_clips/actioncliptest00014.avi
actioncliptrain00284,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00284.avi
actioncliptrain00132,a label of Run,./data/hollywood2/test_clips/actioncliptrain00132.avi
actioncliptest00125,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00125.avi
actionclipautoautotrain00020,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00020.avi
actioncliptest00251,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00251.avi
actioncliptest00099,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00099.avi
actioncliptest00286,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00286.avi
actioncliptest00044,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00044.avi
actioncliptrain00047,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00047.avi
actioncliptrain00135,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00135.avi
actionclipautoautotrain00014,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00014.avi
actioncliptest00018,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00018.avi
actionclipautoautotrain00073,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00073.avi
actionclipautoautotrain00024,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00024.avi
actionclipautoautotrain00001,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00001.avi
actionclipautoautotrain00094,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00094.avi
actioncliptrain00268,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00268.avi
actionclipautoautotrain00065,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00065.avi
actioncliptrain00116,a label of Run,./data/hollywood2/test_clips/actioncliptrain00116.avi
actioncliptest00190,a label of Eat,./data/hollywood2/test_clips/actioncliptest00190.avi
actionclipautoautotrain00010,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00010.avi
actioncliptest00035,a label of Run,./data/hollywood2/test_clips/actioncliptest00035.avi
actioncliptest00073,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00073.avi
actionclipautoautotrain00262,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00262.avi
actioncliptrain00265,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00265.avi
actionclipautoautotrain00105,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00105.avi
actioncliptrain00174,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00174.avi
actioncliptrain00142,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00142.avi
actionclipautoautotrain00337,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00337.avi
actionclipautoautotrain00007,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00007.avi
actionclipautoautotrain00275,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00275.avi
actioncliptrain00381,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00381.avi
actioncliptrain00259,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00259.avi
actionclipautoautotrain00003,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00003.avi
actionclipautoautotrain00029,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00029.avi
actionclipautoautotrain00010,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00010.avi
actioncliptrain00064,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00064.avi
actioncliptrain00133,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00133.avi
actioncliptrain00037,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00037.avi
actionclipautoautotrain00039,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00039.avi
actioncliptrain00014,a label of actions,./data/hollywood2/test_clips/actioncliptrain00014.avi
actioncliptest00021,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00021.avi
actioncliptrain00012,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00012.avi
actionclipautoautotrain00038,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00038.avi
actioncliptest00341,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00341.avi
actioncliptrain00196,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00196.avi
actioncliptrain00277,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00277.avi
actionclipautoautotrain00146,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00146.avi
actioncliptrain00113,a label of Run,./data/hollywood2/test_clips/actioncliptrain00113.avi
actioncliptest00001,a label of actions,./data/hollywood2/test_clips/actioncliptest00001.avi
actioncliptrain00122,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00122.avi
actionclipautoautotrain00388,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00388.avi
actioncliptrain00017,a label of actions,./data/hollywood2/test_clips/actioncliptrain00017.avi
actionclipautoautotrain00409,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00409.avi
actioncliptest00137,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00137.avi
actioncliptest00080,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00080.avi
actionclipautoautotrain00072,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00072.avi
actioncliptrain00248,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00248.avi
actioncliptrain00301,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00301.avi
actioncliptrain00004,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00004.avi
actionclipautoautotrain00173,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00173.avi
actioncliptrain00090,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00090.avi
actionclipautoautotrain00270,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00270.avi
actionclipautoautotrain00153,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00153.avi
actioncliptest00108,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00108.avi
actioncliptrain00013,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00013.avi
actioncliptest00170,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00170.avi
actioncliptest00009,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00009.avi
actioncliptest00033,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00033.avi
actionclipautoautotrain00249,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00249.avi
actioncliptrain00061,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00061.avi
actioncliptrain00009,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00009.avi
actionclipautoautotrain00028,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00028.avi
actionclipautoautotrain00166,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00166.avi
actioncliptrain00003,a label of actions,./data/hollywood2/test_clips/actioncliptrain00003.avi
actionclipautoautotrain00086,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00086.avi
actioncliptrain00199,a label of Run,./data/hollywood2/test_clips/actioncliptrain00199.avi
actioncliptest00278,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00278.avi
actioncliptest00020,a label of actions,./data/hollywood2/test_clips/actioncliptest00020.avi
actionclipautoautotrain00034,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00034.avi
actioncliptrain00134,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00134.avi
actioncliptest00089,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00089.avi
actionclipautoautotrain00181,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00181.avi
actionclipautoautotrain00052,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00052.avi
actioncliptest00112,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00112.avi
actioncliptest00113,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00113.avi
actionclipautoautotrain00566,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00566.avi
actioncliptest00114,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00114.avi
actionclipautoautotrain00112,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00112.avi
actioncliptrain00023,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00023.avi
actioncliptrain00088,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00088.avi
actioncliptrain00002,a label of actions,./data/hollywood2/test_clips/actioncliptrain00002.avi
actionclipautoautotrain00138,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00138.avi
actioncliptest00360,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00360.avi
actioncliptrain00258,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00258.avi
actionclipautoautotrain00274,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00274.avi
actioncliptrain00270,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00270.avi
actioncliptest00054,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00054.avi
actioncliptest00123,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00123.avi
actioncliptrain00150,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00150.avi
actioncliptest00313,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00313.avi
actioncliptrain00115,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00115.avi
actionclipautoautotrain00017,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00017.avi
actionclipautoautotrain00071,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00071.avi
actioncliptest00004,a label of actions,./data/hollywood2/test_clips/actioncliptest00004.avi
actioncliptest00077,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00077.avi
actionclipautoautotrain00391,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00391.avi
actionclipautoautotrain00015,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00015.avi
actioncliptest00101,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00101.avi
actioncliptrain00201,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00201.avi
actionclipautoautotrain00066,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00066.avi
actioncliptest00050,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00050.avi
actioncliptrain00109,a label of Run,./data/hollywood2/test_clips/actioncliptrain00109.avi
actioncliptest00238,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00238.avi
actioncliptest00007,a label of actions,./data/hollywood2/test_clips/actioncliptest00007.avi
actioncliptrain00151,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00151.avi
actioncliptest00340,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00340.avi
actioncliptest00122,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00122.avi
actioncliptest00097,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00097.avi
actioncliptest00039,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00039.avi
actionclipautoautotrain00208,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00208.avi
actioncliptest00003,a label of actions,./data/hollywood2/test_clips/actioncliptest00003.avi
actioncliptrain00157,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00157.avi
actioncliptest00008,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00008.avi
actionclipautoautotrain00176,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00176.avi
actioncliptrain00267,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00267.avi
actioncliptrain00118,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00118.avi
actioncliptrain00040,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00040.avi
actioncliptest00011,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00011.avi
actionclipautoautotrain00013,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00013.avi
actioncliptest00161,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00161.avi
actioncliptrain00005,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00005.avi
actionclipautoautotrain00171,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00171.avi
actionclipautoautotrain00231,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00231.avi
actioncliptest00024,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00024.avi
actioncliptrain00110,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00110.avi
actioncliptrain00669,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00669.avi
actioncliptest00163,a label of Run,./data/hollywood2/test_clips/actioncliptest00163.avi
actionclipautoautotrain00088,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00088.avi
actioncliptrain00149,a label of Run,./data/hollywood2/test_clips/actioncliptrain00149.avi
actionclipautoautotrain00035,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00035.avi
actionclipautoautotrain00019,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00019.avi
actionclipautoautotrain00090,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00090.avi
actioncliptrain00125,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00125.avi
actionclipautoautotrain00025,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00025.avi
actioncliptrain00107,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00107.avi
actioncliptrain00102,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00102.avi
actionclipautoautotrain00157,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00157.avi
actioncliptrain00070,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00070.avi
actioncliptrain00028,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00028.avi
actioncliptest00017,a label of actions,./data/hollywood2/test_clips/actioncliptest00017.avi
actioncliptrain00639,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00639.avi
actioncliptest00125,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00125.avi
actioncliptrain00029,a label of Run,./data/hollywood2/test_clips/actioncliptrain00029.avi
actioncliptest00094,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00094.avi
actionclipautoautotrain00280,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00280.avi
actioncliptest00159,a label of Eat,./data/hollywood2/test_clips/actioncliptest00159.avi
actionclipautoautotrain00100,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00100.avi
actioncliptest00038,a label of Run,./data/hollywood2/test_clips/actioncliptest00038.avi
actioncliptrain00234,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00234.avi
actioncliptrain00146,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00146.avi
actioncliptrain00011,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00011.avi
actionclipautoautotrain00020,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00020.avi
actioncliptest00022,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00022.avi
actioncliptest00233,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00233.avi
actionclipautoautotrain00113,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00113.avi
actionclipautoautotrain00002,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00002.avi
actioncliptrain00004,a label of actions,./data/hollywood2/test_clips/actioncliptrain00004.avi
actionclipautoautotrain00107,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00107.avi
actionclipautoautotrain00618,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00618.avi
actionclipautoautotrain00219,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00219.avi
actioncliptest00228,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00228.avi
actioncliptrain00646,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00646.avi
actioncliptest00209,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00209.avi
actioncliptest00006,a label of actions,./data/hollywood2/test_clips/actioncliptest00006.avi
actionclipautoautotrain00021,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00021.avi
actioncliptrain00006,a label of actions,./data/hollywood2/test_clips/actioncliptrain00006.avi
actionclipautoautotrain00048,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00048.avi
actioncliptest00046,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00046.avi
actioncliptrain00053,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00053.avi
actionclipautoautotrain00617,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00617.avi
actioncliptest00041,a label of Run,./data/hollywood2/test_clips/actioncliptest00041.avi
actioncliptest00178,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00178.avi
actionclipautoautotrain00631,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00631.avi
actioncliptrain00049,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00049.avi
actionclipautoautotrain00101,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00101.avi
actioncliptest00062,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00062.avi
actioncliptest00217,a label of Eat,./data/hollywood2/test_clips/actioncliptest00217.avi
actioncliptrain00230,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00230.avi
actionclipautoautotrain00115,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00115.avi
actionclipautoautotrain00030,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00030.avi
actioncliptrain00204,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00204.avi
actioncliptrain00251,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00251.avi
actioncliptrain00046,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00046.avi
actioncliptest00189,a label of Run,./data/hollywood2/test_clips/actioncliptest00189.avi
actionclipautoautotrain00013,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00013.avi
actioncliptest00052,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00052.avi
actioncliptest00050,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00050.avi
actioncliptest00105,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00105.avi
actioncliptest00016,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00016.avi
actioncliptest00195,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00195.avi
actioncliptest00091,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00091.avi
actioncliptrain00278,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00278.avi
actioncliptest00127,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00127.avi
actioncliptrain00266,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00266.avi
actioncliptest00019,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00019.avi
actioncliptest00048,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00048.avi
actionclipautoautotrain00004,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00004.avi
actionclipautoautotrain00016,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00016.avi
actioncliptrain00016,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00016.avi
actionclipautoautotrain00009,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00009.avi
actionclipautoautotrain00061,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00061.avi
actioncliptest00398,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00398.avi
actioncliptest00133,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00133.avi
actionclipautoautotrain00269,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00269.avi
actioncliptest00090,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00090.avi
actionclipautoautotrain00298,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00298.avi
actioncliptest00081,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00081.avi
actioncliptest00152,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00152.avi
actionclipautoautotrain00214,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00214.avi
actioncliptest00136,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00136.avi
actioncliptest00070,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00070.avi
actioncliptrain00108,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00108.avi
actionclipautoautotrain00245,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00245.avi
actioncliptest00151,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00151.avi
actioncliptest00177,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00177.avi
actionclipautoautotrain00425,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00425.avi
actioncliptest00074,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00074.avi
actioncliptrain00013,a label of actions,./data/hollywood2/test_clips/actioncliptrain00013.avi
actionclipautoautotrain00005,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00005.avi
actioncliptrain00160,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00160.avi
actioncliptest00129,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00129.avi
actionclipautoautotrain00011,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00011.avi
actioncliptest00002,a label of actions,./data/hollywood2/test_clips/actioncliptest00002.avi
actioncliptest00047,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00047.avi
actioncliptrain00359,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00359.avi
actioncliptrain00228,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00228.avi
actioncliptest00005,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00005.avi
actionclipautoautotrain00379,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00379.avi
actionclipautoautotrain00400,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00400.avi
actioncliptrain00103,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00103.avi
actionclipautoautotrain00212,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00212.avi
actioncliptrain00333,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00333.avi
actioncliptrain00241,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00241.avi
actioncliptest00358,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00358.avi
actioncliptrain00140,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00140.avi
actioncliptrain00009,a label of actions,./data/hollywood2/test_clips/actioncliptrain00009.avi
actioncliptest00094,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00094.avi
actioncliptrain00010,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00010.avi
actioncliptest00088,a label of Run,./data/hollywood2/test_clips/actioncliptest00088.avi
actioncliptest00008,a label of actions,./data/hollywood2/test_clips/actioncliptest00008.avi
actioncliptest00330,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00330.avi
actioncliptest00051,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00051.avi
actioncliptrain00063,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00063.avi
actioncliptest00325,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00325.avi
actioncliptrain00084,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00084.avi
actionclipautoautotrain00395,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00395.avi
actioncliptest00276,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00276.avi
actioncliptest00135,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00135.avi
actioncliptrain00007,a label of actions,./data/hollywood2/test_clips/actioncliptrain00007.avi
actionclipautoautotrain00023,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00023.avi
actioncliptrain00047,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00047.avi
actioncliptrain00141,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00141.avi
actioncliptrain00169,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00169.avi
actioncliptrain00015,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00015.avi
actioncliptest00396,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00396.avi
actionclipautoautotrain00085,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00085.avi
actioncliptest00027,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00027.avi
actioncliptest00065,a label of Run,./data/hollywood2/test_clips/actioncliptest00065.avi
actioncliptest00148,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00148.avi
actionclipautoautotrain00217,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00217.avi
actionclipautoautotrain00054,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00054.avi
actioncliptrain00101,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00101.avi
actioncliptest00625,a label of Eat,./data/hollywood2/test_clips/actioncliptest00625.avi
actioncliptest00068,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00068.avi
actioncliptrain00127,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00127.avi
actionclipautoautotrain00044,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00044.avi
actionclipautoautotrain00187,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00187.avi
actioncliptrain00292,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00292.avi
actioncliptest00315,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00315.avi
actionclipautoautotrain00037,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00037.avi
actioncliptest00175,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00175.avi
